id,title,context,question,answers,selfcheckscore,model_output0
1801,کمونیسم,کمونیسم  یا مرام اشتراکی یک ایدئولوژی و جنبش فلسفی، سیاسی، اقتصادی و اجتماعی است که هدف نهایی آن ایجاد یک جامعه کمونیستی است؛ جامعه‌ای که در آن مالکیت خصوصی بر ابزار تولید لغو شده و طبقات اجتماعی، پول و دولت وجود ندارد. قدیمی‌ترین اشاره‌ها به یک جامعه آرمانی کمونیستی را می‌توان در جمهور اثر افلاطون دید. طی قرون افراد زیادی نظیر مزدک، تامس مور، شارل فوریه و غیره به طرق مختلف خواستار اشتراکی‌سازی منابع جامعه شدند. کمونیسم پس از قرن نوزدهم میلادی متأثّر شد از اندیشه‌های کارل مارکس و فریدریش انگلس. آن دو، که از اوضاع طبقه کارگر آزرده‌خاطر بودند، اعتقاد داشتند تاریخ همه جوامعْ تاریخِ مبارزهٔ طبقاتی است و با انقلاب صنعتی و دگرگونی کلان اقتصادی فقط دو طبقهٔ پرولتاریا (کارگران) و بورژوازی (سرمایه‌داران) باقی مانده‌اند که دوّمی اوّلی را استثمار می‌کند. مارکس و انگلس معتقد بودند تاریخ باید روند خود را طی کند و برپایی جامعه کمونیستی فقط در کشورهای پیشرفته صنعتی ممکن است,کمونیسم چی هست؟,"{'text': ['یک ایدئولوژی و جنبش فلسفی، سیاسی، اقتصادی و اجتماعی است'], 'answer_start': [25]}",0.9635298848152161,مرام اشتراکی
1802,کمونیسم,کمونیسم  یا مرام اشتراکی یک ایدئولوژی و جنبش فلسفی، سیاسی، اقتصادی و اجتماعی است که هدف نهایی آن ایجاد یک جامعه کمونیستی است؛ جامعه‌ای که در آن مالکیت خصوصی بر ابزار تولید لغو شده و طبقات اجتماعی، پول و دولت وجود ندارد. قدیمی‌ترین اشاره‌ها به یک جامعه آرمانی کمونیستی را می‌توان در جمهور اثر افلاطون دید. طی قرون افراد زیادی نظیر مزدک، تامس مور، شارل فوریه و غیره به طرق مختلف خواستار اشتراکی‌سازی منابع جامعه شدند. کمونیسم پس از قرن نوزدهم میلادی متأثّر شد از اندیشه‌های کارل مارکس و فریدریش انگلس. آن دو، که از اوضاع طبقه کارگر آزرده‌خاطر بودند، اعتقاد داشتند تاریخ همه جوامعْ تاریخِ مبارزهٔ طبقاتی است و با انقلاب صنعتی و دگرگونی کلان اقتصادی فقط دو طبقهٔ پرولتاریا (کارگران) و بورژوازی (سرمایه‌داران) باقی مانده‌اند که دوّمی اوّلی را استثمار می‌کند. مارکس و انگلس معتقد بودند تاریخ باید روند خود را طی کند و برپایی جامعه کمونیستی فقط در کشورهای پیشرفته صنعتی ممکن است,هدف اصلی کمونیسم چه بوده است؟,"{'text': ['ایجاد یک جامعه کمونیستی است'], 'answer_start': [97]}",0.10196654498577118,ایجاد یک جامعه کمونیستی
1803,کمونیسم,کمونیسم  یا مرام اشتراکی یک ایدئولوژی و جنبش فلسفی، سیاسی، اقتصادی و اجتماعی است که هدف نهایی آن ایجاد یک جامعه کمونیستی است؛ جامعه‌ای که در آن مالکیت خصوصی بر ابزار تولید لغو شده و طبقات اجتماعی، پول و دولت وجود ندارد. قدیمی‌ترین اشاره‌ها به یک جامعه آرمانی کمونیستی را می‌توان در جمهور اثر افلاطون دید. طی قرون افراد زیادی نظیر مزدک، تامس مور، شارل فوریه و غیره به طرق مختلف خواستار اشتراکی‌سازی منابع جامعه شدند. کمونیسم پس از قرن نوزدهم میلادی متأثّر شد از اندیشه‌های کارل مارکس و فریدریش انگلس. آن دو، که از اوضاع طبقه کارگر آزرده‌خاطر بودند، اعتقاد داشتند تاریخ همه جوامعْ تاریخِ مبارزهٔ طبقاتی است و با انقلاب صنعتی و دگرگونی کلان اقتصادی فقط دو طبقهٔ پرولتاریا (کارگران) و بورژوازی (سرمایه‌داران) باقی مانده‌اند که دوّمی اوّلی را استثمار می‌کند. مارکس و انگلس معتقد بودند تاریخ باید روند خود را طی کند و برپایی جامعه کمونیستی فقط در کشورهای پیشرفته صنعتی ممکن است,جامعه ای کمونیستی چه گونه است؟,"{'text': ['مالکیت خصوصی بر ابزار تولید لغو شده و طبقات اجتماعی، پول و دولت وجود ندارد'], 'answer_start': [144]}",0.9855296015739441,مرام اشتراکی
1804,کمونیسم,کمونیسم  یا مرام اشتراکی یک ایدئولوژی و جنبش فلسفی، سیاسی، اقتصادی و اجتماعی است که هدف نهایی آن ایجاد یک جامعه کمونیستی است؛ جامعه‌ای که در آن مالکیت خصوصی بر ابزار تولید لغو شده و طبقات اجتماعی، پول و دولت وجود ندارد. قدیمی‌ترین اشاره‌ها به یک جامعه آرمانی کمونیستی را می‌توان در جمهور اثر افلاطون دید. طی قرون افراد زیادی نظیر مزدک، تامس مور، شارل فوریه و غیره به طرق مختلف خواستار اشتراکی‌سازی منابع جامعه شدند. کمونیسم پس از قرن نوزدهم میلادی متأثّر شد از اندیشه‌های کارل مارکس و فریدریش انگلس. آن دو، که از اوضاع طبقه کارگر آزرده‌خاطر بودند، اعتقاد داشتند تاریخ همه جوامعْ تاریخِ مبارزهٔ طبقاتی است و با انقلاب صنعتی و دگرگونی کلان اقتصادی فقط دو طبقهٔ پرولتاریا (کارگران) و بورژوازی (سرمایه‌داران) باقی مانده‌اند که دوّمی اوّلی را استثمار می‌کند. مارکس و انگلس معتقد بودند تاریخ باید روند خود را طی کند و برپایی جامعه کمونیستی فقط در کشورهای پیشرفته صنعتی ممکن است,اولین تفکرات مربوط به یک جامعه ارمانی کمونیستی را چه کسی ایجاد کرد؟,"{'text': ['افلاطون'], 'answer_start': [292]}",0.9526021480560303,جمهور اثر افلاطون
1805,کمونیسم,کمونیسم  یا مرام اشتراکی یک ایدئولوژی و جنبش فلسفی، سیاسی، اقتصادی و اجتماعی است که هدف نهایی آن ایجاد یک جامعه کمونیستی است؛ جامعه‌ای که در آن مالکیت خصوصی بر ابزار تولید لغو شده و طبقات اجتماعی، پول و دولت وجود ندارد. قدیمی‌ترین اشاره‌ها به یک جامعه آرمانی کمونیستی را می‌توان در جمهور اثر افلاطون دید. طی قرون افراد زیادی نظیر مزدک، تامس مور، شارل فوریه و غیره به طرق مختلف خواستار اشتراکی‌سازی منابع جامعه شدند. کمونیسم پس از قرن نوزدهم میلادی متأثّر شد از اندیشه‌های کارل مارکس و فریدریش انگلس. آن دو، که از اوضاع طبقه کارگر آزرده‌خاطر بودند، اعتقاد داشتند تاریخ همه جوامعْ تاریخِ مبارزهٔ طبقاتی است و با انقلاب صنعتی و دگرگونی کلان اقتصادی فقط دو طبقهٔ پرولتاریا (کارگران) و بورژوازی (سرمایه‌داران) باقی مانده‌اند که دوّمی اوّلی را استثمار می‌کند. مارکس و انگلس معتقد بودند تاریخ باید روند خود را طی کند و برپایی جامعه کمونیستی فقط در کشورهای پیشرفته صنعتی ممکن است,کارل مارکس تاریخ جوامع بشری را چگونه می دید؟,"{'text': ['اعتقاد داشتند تاریخ همه جوامعْ تاریخِ مبارزهٔ طبقاتی است'], 'answer_start': [548]}",0.13973161578178406,مبارزهٔ طبقاتی
1806,کمونیسم,کمونیسم  یا مرام اشتراکی یک ایدئولوژی و جنبش فلسفی، سیاسی، اقتصادی و اجتماعی است که هدف نهایی آن ایجاد یک جامعه کمونیستی است؛ جامعه‌ای که در آن مالکیت خصوصی بر ابزار تولید لغو شده و طبقات اجتماعی، پول و دولت وجود ندارد. قدیمی‌ترین اشاره‌ها به یک جامعه آرمانی کمونیستی را می‌توان در جمهور اثر افلاطون دید. طی قرون افراد زیادی نظیر مزدک، تامس مور، شارل فوریه و غیره به طرق مختلف خواستار اشتراکی‌سازی منابع جامعه شدند. کمونیسم پس از قرن نوزدهم میلادی متأثّر شد از اندیشه‌های کارل مارکس و فریدریش انگلس. آن دو، که از اوضاع طبقه کارگر آزرده‌خاطر بودند، اعتقاد داشتند تاریخ همه جوامعْ تاریخِ مبارزهٔ طبقاتی است و با انقلاب صنعتی و دگرگونی کلان اقتصادی فقط دو طبقهٔ پرولتاریا (کارگران) و بورژوازی (سرمایه‌داران) باقی مانده‌اند که دوّمی اوّلی را استثمار می‌کند. مارکس و انگلس معتقد بودند تاریخ باید روند خود را طی کند و برپایی جامعه کمونیستی فقط در کشورهای پیشرفته صنعتی ممکن است,به نظر مارکس انقلاب صنعتی چه تاثیری روی اختلاف طبقاتی داشته؟,"{'text': ['دو طبقهٔ پرولتاریا (کارگران) و بورژوازی (سرمایه\u200cداران) باقی مانده\u200cاند که دوّمی اوّلی را استثمار می\u200cکند'], 'answer_start': [650]}",0.9428529739379883,دگرگونی کلان اقتصادی
1807,کمونیسم,کمونیسم  یا مرام اشتراکی یک ایدئولوژی و جنبش فلسفی، سیاسی، اقتصادی و اجتماعی است که هدف نهایی آن ایجاد یک جامعه کمونیستی است؛ جامعه‌ای که در آن مالکیت خصوصی بر ابزار تولید لغو شده و طبقات اجتماعی، پول و دولت وجود ندارد. قدیمی‌ترین اشاره‌ها به یک جامعه آرمانی کمونیستی را می‌توان در جمهور اثر افلاطون دید. طی قرون افراد زیادی نظیر مزدک، تامس مور، شارل فوریه و غیره به طرق مختلف خواستار اشتراکی‌سازی منابع جامعه شدند. کمونیسم پس از قرن نوزدهم میلادی متأثّر شد از اندیشه‌های کارل مارکس و فریدریش انگلس. آن دو، که از اوضاع طبقه کارگر آزرده‌خاطر بودند، اعتقاد داشتند تاریخ همه جوامعْ تاریخِ مبارزهٔ طبقاتی است و با انقلاب صنعتی و دگرگونی کلان اقتصادی فقط دو طبقهٔ پرولتاریا (کارگران) و بورژوازی (سرمایه‌داران) باقی مانده‌اند که دوّمی اوّلی را استثمار می‌کند. مارکس و انگلس معتقد بودند تاریخ باید روند خود را طی کند و برپایی جامعه کمونیستی فقط در کشورهای پیشرفته صنعتی ممکن است,از نظر انگلس برپایی حکومت کمونیستی در چه جا های ممکن است؟,"{'text': ['فقط در کشورهای پیشرفته صنعتی'], 'answer_start': [834]}",0.17720119655132294,کشورهای پیشرفته صنعتی
1808,کمونیسم,کمونیسم  یا مرام اشتراکی یک ایدئولوژی و جنبش فلسفی، سیاسی، اقتصادی و اجتماعی است که هدف نهایی آن ایجاد یک جامعه کمونیستی است؛ جامعه‌ای که در آن مالکیت خصوصی بر ابزار تولید لغو شده و طبقات اجتماعی، پول و دولت وجود ندارد. قدیمی‌ترین اشاره‌ها به یک جامعه آرمانی کمونیستی را می‌توان در جمهور اثر افلاطون دید. طی قرون افراد زیادی نظیر مزدک، تامس مور، شارل فوریه و غیره به طرق مختلف خواستار اشتراکی‌سازی منابع جامعه شدند. کمونیسم پس از قرن نوزدهم میلادی متأثّر شد از اندیشه‌های کارل مارکس و فریدریش انگلس. آن دو، که از اوضاع طبقه کارگر آزرده‌خاطر بودند، اعتقاد داشتند تاریخ همه جوامعْ تاریخِ مبارزهٔ طبقاتی است و با انقلاب صنعتی و دگرگونی کلان اقتصادی فقط دو طبقهٔ پرولتاریا (کارگران) و بورژوازی (سرمایه‌داران) باقی مانده‌اند که دوّمی اوّلی را استثمار می‌کند. مارکس و انگلس معتقد بودند تاریخ باید روند خود را طی کند و برپایی جامعه کمونیستی فقط در کشورهای پیشرفته صنعتی ممکن است,از نظر انگلس برپایی حکومت کمونیستی در چه کشورهای غیر ممکن است؟,"{'text': [], 'answer_start': []}",0.868045449256897,پیشرفته صنعتی
1809,کمونیسم,کمونیسم  یا مرام اشتراکی یک ایدئولوژی و جنبش فلسفی، سیاسی، اقتصادی و اجتماعی است که هدف نهایی آن ایجاد یک جامعه کمونیستی است؛ جامعه‌ای که در آن مالکیت خصوصی بر ابزار تولید لغو شده و طبقات اجتماعی، پول و دولت وجود ندارد. قدیمی‌ترین اشاره‌ها به یک جامعه آرمانی کمونیستی را می‌توان در جمهور اثر افلاطون دید. طی قرون افراد زیادی نظیر مزدک، تامس مور، شارل فوریه و غیره به طرق مختلف خواستار اشتراکی‌سازی منابع جامعه شدند. کمونیسم پس از قرن نوزدهم میلادی متأثّر شد از اندیشه‌های کارل مارکس و فریدریش انگلس. آن دو، که از اوضاع طبقه کارگر آزرده‌خاطر بودند، اعتقاد داشتند تاریخ همه جوامعْ تاریخِ مبارزهٔ طبقاتی است و با انقلاب صنعتی و دگرگونی کلان اقتصادی فقط دو طبقهٔ پرولتاریا (کارگران) و بورژوازی (سرمایه‌داران) باقی مانده‌اند که دوّمی اوّلی را استثمار می‌کند. مارکس و انگلس معتقد بودند تاریخ باید روند خود را طی کند و برپایی جامعه کمونیستی فقط در کشورهای پیشرفته صنعتی ممکن است,ایدئولوژی به طور کل یعنی چی؟,"{'text': [], 'answer_start': []}",0.9529924392700195,کمونیسم
1810,کمونیسم,کمونیسم  یا مرام اشتراکی یک ایدئولوژی و جنبش فلسفی، سیاسی، اقتصادی و اجتماعی است که هدف نهایی آن ایجاد یک جامعه کمونیستی است؛ جامعه‌ای که در آن مالکیت خصوصی بر ابزار تولید لغو شده و طبقات اجتماعی، پول و دولت وجود ندارد. قدیمی‌ترین اشاره‌ها به یک جامعه آرمانی کمونیستی را می‌توان در جمهور اثر افلاطون دید. طی قرون افراد زیادی نظیر مزدک، تامس مور، شارل فوریه و غیره به طرق مختلف خواستار اشتراکی‌سازی منابع جامعه شدند. کمونیسم پس از قرن نوزدهم میلادی متأثّر شد از اندیشه‌های کارل مارکس و فریدریش انگلس. آن دو، که از اوضاع طبقه کارگر آزرده‌خاطر بودند، اعتقاد داشتند تاریخ همه جوامعْ تاریخِ مبارزهٔ طبقاتی است و با انقلاب صنعتی و دگرگونی کلان اقتصادی فقط دو طبقهٔ پرولتاریا (کارگران) و بورژوازی (سرمایه‌داران) باقی مانده‌اند که دوّمی اوّلی را استثمار می‌کند. مارکس و انگلس معتقد بودند تاریخ باید روند خود را طی کند و برپایی جامعه کمونیستی فقط در کشورهای پیشرفته صنعتی ممکن است,کمونیست در قرن بیست و یکم چه شرایطی دارد؟,"{'text': [], 'answer_start': []}",0.8333030939102173,؛
1821,کادیلاک,کادیلاک شرکت خودروسازی امریکایی است که نشان تجاری اتومبیل‌های لوکسی است که در تملک شرکت جنرال موتورز می‌باشد. اتومبیل‌های کادیلاک به‌طور رسمی در بیش از ۵۰ کشور دنیا فروخته می‌شوند و عمده فروش آن نیز در ایالات متحده و کانادا می‌باشد. در سال ۲۰۱۰ فروش کادیلاک شاهد رشدی ۳۵٪ نسبت به سال قبل از آن بود و تعداد کل اتومبیل‌های تولید شده کادیلاک در آن سال به ۱۴۶٬۹۲۵ دستگاه رسید. بعد از ایالات متحده آمریکا، چین دومین بازار بزرگ فروش خودروهای کادیلاک است. در میانه قرن بیستم نام کادیلاک در محدوده ایالات متحده به نامی مترادف با کیفیت بالا تبدیل شد. عبارت‌هایی نظیر کادیلاک ساعت‌ها اشاره به برند رولکس دارد. شعار فعلی کادیلاک این است: زندگی، آزادی و کار. این شعار به حقوقی اشاره دارد که در بیانیه استقلال ایالات متحده شرح داده شده‌است. کادیلاک نخستین شرکتی بود که اتومبیلی با سقف تمام فلزی تولید کرد که بسیار امن‌تر و بی‌صداتر از سایر سقف‌های آن زمان که از چوب و چرم ساخته می‌شد بود.,کادیلاک زیر مجموعه کدام شرکت است؟,"{'text': ['شرکت جنرال موتورز'], 'answer_start': [83]}",0.08400630205869675,جنرال موتورز
1822,کادیلاک,کادیلاک شرکت خودروسازی امریکایی است که نشان تجاری اتومبیل‌های لوکسی است که در تملک شرکت جنرال موتورز می‌باشد. اتومبیل‌های کادیلاک به‌طور رسمی در بیش از ۵۰ کشور دنیا فروخته می‌شوند و عمده فروش آن نیز در ایالات متحده و کانادا می‌باشد. در سال ۲۰۱۰ فروش کادیلاک شاهد رشدی ۳۵٪ نسبت به سال قبل از آن بود و تعداد کل اتومبیل‌های تولید شده کادیلاک در آن سال به ۱۴۶٬۹۲۵ دستگاه رسید. بعد از ایالات متحده آمریکا، چین دومین بازار بزرگ فروش خودروهای کادیلاک است. در میانه قرن بیستم نام کادیلاک در محدوده ایالات متحده به نامی مترادف با کیفیت بالا تبدیل شد. عبارت‌هایی نظیر کادیلاک ساعت‌ها اشاره به برند رولکس دارد. شعار فعلی کادیلاک این است: زندگی، آزادی و کار. این شعار به حقوقی اشاره دارد که در بیانیه استقلال ایالات متحده شرح داده شده‌است. کادیلاک نخستین شرکتی بود که اتومبیلی با سقف تمام فلزی تولید کرد که بسیار امن‌تر و بی‌صداتر از سایر سقف‌های آن زمان که از چوب و چرم ساخته می‌شد بود.,جنرال موتورز برای فروش ماشین های لوکس خود از چه برندی استفاده می کند؟,"{'text': ['کادیلاک'], 'answer_start': [0]}",0.08966907113790512,کادیلاک
1823,کادیلاک,کادیلاک شرکت خودروسازی امریکایی است که نشان تجاری اتومبیل‌های لوکسی است که در تملک شرکت جنرال موتورز می‌باشد. اتومبیل‌های کادیلاک به‌طور رسمی در بیش از ۵۰ کشور دنیا فروخته می‌شوند و عمده فروش آن نیز در ایالات متحده و کانادا می‌باشد. در سال ۲۰۱۰ فروش کادیلاک شاهد رشدی ۳۵٪ نسبت به سال قبل از آن بود و تعداد کل اتومبیل‌های تولید شده کادیلاک در آن سال به ۱۴۶٬۹۲۵ دستگاه رسید. بعد از ایالات متحده آمریکا، چین دومین بازار بزرگ فروش خودروهای کادیلاک است. در میانه قرن بیستم نام کادیلاک در محدوده ایالات متحده به نامی مترادف با کیفیت بالا تبدیل شد. عبارت‌هایی نظیر کادیلاک ساعت‌ها اشاره به برند رولکس دارد. شعار فعلی کادیلاک این است: زندگی، آزادی و کار. این شعار به حقوقی اشاره دارد که در بیانیه استقلال ایالات متحده شرح داده شده‌است. کادیلاک نخستین شرکتی بود که اتومبیلی با سقف تمام فلزی تولید کرد که بسیار امن‌تر و بی‌صداتر از سایر سقف‌های آن زمان که از چوب و چرم ساخته می‌شد بود.,بیشتر فروش ماشین های کادیلاک در کجاست؟,"{'text': ['در ایالات متحده و کانادا'], 'answer_start': [199]}",0.07705789059400558,ایالات متحده و کانادا
1824,کادیلاک,کادیلاک شرکت خودروسازی امریکایی است که نشان تجاری اتومبیل‌های لوکسی است که در تملک شرکت جنرال موتورز می‌باشد. اتومبیل‌های کادیلاک به‌طور رسمی در بیش از ۵۰ کشور دنیا فروخته می‌شوند و عمده فروش آن نیز در ایالات متحده و کانادا می‌باشد. در سال ۲۰۱۰ فروش کادیلاک شاهد رشدی ۳۵٪ نسبت به سال قبل از آن بود و تعداد کل اتومبیل‌های تولید شده کادیلاک در آن سال به ۱۴۶٬۹۲۵ دستگاه رسید. بعد از ایالات متحده آمریکا، چین دومین بازار بزرگ فروش خودروهای کادیلاک است. در میانه قرن بیستم نام کادیلاک در محدوده ایالات متحده به نامی مترادف با کیفیت بالا تبدیل شد. عبارت‌هایی نظیر کادیلاک ساعت‌ها اشاره به برند رولکس دارد. شعار فعلی کادیلاک این است: زندگی، آزادی و کار. این شعار به حقوقی اشاره دارد که در بیانیه استقلال ایالات متحده شرح داده شده‌است. کادیلاک نخستین شرکتی بود که اتومبیلی با سقف تمام فلزی تولید کرد که بسیار امن‌تر و بی‌صداتر از سایر سقف‌های آن زمان که از چوب و چرم ساخته می‌شد بود.,به جز امریکا بزرگترین بازار فروش کادیلاک کجاست؟,"{'text': ['چین'], 'answer_start': [401]}",0.09453905373811722,چین
1825,کادیلاک,کادیلاک شرکت خودروسازی امریکایی است که نشان تجاری اتومبیل‌های لوکسی است که در تملک شرکت جنرال موتورز می‌باشد. اتومبیل‌های کادیلاک به‌طور رسمی در بیش از ۵۰ کشور دنیا فروخته می‌شوند و عمده فروش آن نیز در ایالات متحده و کانادا می‌باشد. در سال ۲۰۱۰ فروش کادیلاک شاهد رشدی ۳۵٪ نسبت به سال قبل از آن بود و تعداد کل اتومبیل‌های تولید شده کادیلاک در آن سال به ۱۴۶٬۹۲۵ دستگاه رسید. بعد از ایالات متحده آمریکا، چین دومین بازار بزرگ فروش خودروهای کادیلاک است. در میانه قرن بیستم نام کادیلاک در محدوده ایالات متحده به نامی مترادف با کیفیت بالا تبدیل شد. عبارت‌هایی نظیر کادیلاک ساعت‌ها اشاره به برند رولکس دارد. شعار فعلی کادیلاک این است: زندگی، آزادی و کار. این شعار به حقوقی اشاره دارد که در بیانیه استقلال ایالات متحده شرح داده شده‌است. کادیلاک نخستین شرکتی بود که اتومبیلی با سقف تمام فلزی تولید کرد که بسیار امن‌تر و بی‌صداتر از سایر سقف‌های آن زمان که از چوب و چرم ساخته می‌شد بود.,شعار کارخانه کادیلاک به چی اشاره دارد؟,"{'text': ['بیانیه استقلال ایالات متحده'], 'answer_start': [682]}",0.8238124847412109,زندگی، آزادی و کار
1826,کادیلاک,کادیلاک شرکت خودروسازی امریکایی است که نشان تجاری اتومبیل‌های لوکسی است که در تملک شرکت جنرال موتورز می‌باشد. اتومبیل‌های کادیلاک به‌طور رسمی در بیش از ۵۰ کشور دنیا فروخته می‌شوند و عمده فروش آن نیز در ایالات متحده و کانادا می‌باشد. در سال ۲۰۱۰ فروش کادیلاک شاهد رشدی ۳۵٪ نسبت به سال قبل از آن بود و تعداد کل اتومبیل‌های تولید شده کادیلاک در آن سال به ۱۴۶٬۹۲۵ دستگاه رسید. بعد از ایالات متحده آمریکا، چین دومین بازار بزرگ فروش خودروهای کادیلاک است. در میانه قرن بیستم نام کادیلاک در محدوده ایالات متحده به نامی مترادف با کیفیت بالا تبدیل شد. عبارت‌هایی نظیر کادیلاک ساعت‌ها اشاره به برند رولکس دارد. شعار فعلی کادیلاک این است: زندگی، آزادی و کار. این شعار به حقوقی اشاره دارد که در بیانیه استقلال ایالات متحده شرح داده شده‌است. کادیلاک نخستین شرکتی بود که اتومبیلی با سقف تمام فلزی تولید کرد که بسیار امن‌تر و بی‌صداتر از سایر سقف‌های آن زمان که از چوب و چرم ساخته می‌شد بود.,سقف فلزی چه مزایی در ماشین های کادیلاک داشت؟,"{'text': ['بسیار امن\u200cتر و بی\u200cصداتر از سایر سقف\u200cهای آن زمان که از چوب و چرم ساخته می\u200cشد'], 'answer_start': [795]}",0.024755271151661873,بسیار امن‌تر و بی‌صداتر
1827,کادیلاک,کادیلاک شرکت خودروسازی امریکایی است که نشان تجاری اتومبیل‌های لوکسی است که در تملک شرکت جنرال موتورز می‌باشد. اتومبیل‌های کادیلاک به‌طور رسمی در بیش از ۵۰ کشور دنیا فروخته می‌شوند و عمده فروش آن نیز در ایالات متحده و کانادا می‌باشد. در سال ۲۰۱۰ فروش کادیلاک شاهد رشدی ۳۵٪ نسبت به سال قبل از آن بود و تعداد کل اتومبیل‌های تولید شده کادیلاک در آن سال به ۱۴۶٬۹۲۵ دستگاه رسید. بعد از ایالات متحده آمریکا، چین دومین بازار بزرگ فروش خودروهای کادیلاک است. در میانه قرن بیستم نام کادیلاک در محدوده ایالات متحده به نامی مترادف با کیفیت بالا تبدیل شد. عبارت‌هایی نظیر کادیلاک ساعت‌ها اشاره به برند رولکس دارد. شعار فعلی کادیلاک این است: زندگی، آزادی و کار. این شعار به حقوقی اشاره دارد که در بیانیه استقلال ایالات متحده شرح داده شده‌است. کادیلاک نخستین شرکتی بود که اتومبیلی با سقف تمام فلزی تولید کرد که بسیار امن‌تر و بی‌صداتر از سایر سقف‌های آن زمان که از چوب و چرم ساخته می‌شد بود.,کمپانی کادیلاک چه چیزی تولید می کند؟؟,"{'text': ['خودرو'], 'answer_start': [13]}",0.9807266592979431,اتومبیلی با سقف تمام فلزی
1828,کادیلاک,کادیلاک شرکت خودروسازی امریکایی است که نشان تجاری اتومبیل‌های لوکسی است که در تملک شرکت جنرال موتورز می‌باشد. اتومبیل‌های کادیلاک به‌طور رسمی در بیش از ۵۰ کشور دنیا فروخته می‌شوند و عمده فروش آن نیز در ایالات متحده و کانادا می‌باشد. در سال ۲۰۱۰ فروش کادیلاک شاهد رشدی ۳۵٪ نسبت به سال قبل از آن بود و تعداد کل اتومبیل‌های تولید شده کادیلاک در آن سال به ۱۴۶٬۹۲۵ دستگاه رسید. بعد از ایالات متحده آمریکا، چین دومین بازار بزرگ فروش خودروهای کادیلاک است. در میانه قرن بیستم نام کادیلاک در محدوده ایالات متحده به نامی مترادف با کیفیت بالا تبدیل شد. عبارت‌هایی نظیر کادیلاک ساعت‌ها اشاره به برند رولکس دارد. شعار فعلی کادیلاک این است: زندگی، آزادی و کار. این شعار به حقوقی اشاره دارد که در بیانیه استقلال ایالات متحده شرح داده شده‌است. کادیلاک نخستین شرکتی بود که اتومبیلی با سقف تمام فلزی تولید کرد که بسیار امن‌تر و بی‌صداتر از سایر سقف‌های آن زمان که از چوب و چرم ساخته می‌شد بود.,سقف چوپ چه مزایی در ماشین دارد؟,"{'text': [], 'answer_start': []}",0.9895854592323303,بسیار امن‌تر و بی‌صداتر
1829,کادیلاک,کادیلاک شرکت خودروسازی امریکایی است که نشان تجاری اتومبیل‌های لوکسی است که در تملک شرکت جنرال موتورز می‌باشد. اتومبیل‌های کادیلاک به‌طور رسمی در بیش از ۵۰ کشور دنیا فروخته می‌شوند و عمده فروش آن نیز در ایالات متحده و کانادا می‌باشد. در سال ۲۰۱۰ فروش کادیلاک شاهد رشدی ۳۵٪ نسبت به سال قبل از آن بود و تعداد کل اتومبیل‌های تولید شده کادیلاک در آن سال به ۱۴۶٬۹۲۵ دستگاه رسید. بعد از ایالات متحده آمریکا، چین دومین بازار بزرگ فروش خودروهای کادیلاک است. در میانه قرن بیستم نام کادیلاک در محدوده ایالات متحده به نامی مترادف با کیفیت بالا تبدیل شد. عبارت‌هایی نظیر کادیلاک ساعت‌ها اشاره به برند رولکس دارد. شعار فعلی کادیلاک این است: زندگی، آزادی و کار. این شعار به حقوقی اشاره دارد که در بیانیه استقلال ایالات متحده شرح داده شده‌است. کادیلاک نخستین شرکتی بود که اتومبیلی با سقف تمام فلزی تولید کرد که بسیار امن‌تر و بی‌صداتر از سایر سقف‌های آن زمان که از چوب و چرم ساخته می‌شد بود.,شعار کارخانه کادیلاک بعد از عوض شدن چه بود؟,"{'text': [], 'answer_start': []}",0.9887905120849609,زندگی، آزادی و کار
1830,کادیلاک,کادیلاک شرکت خودروسازی امریکایی است که نشان تجاری اتومبیل‌های لوکسی است که در تملک شرکت جنرال موتورز می‌باشد. اتومبیل‌های کادیلاک به‌طور رسمی در بیش از ۵۰ کشور دنیا فروخته می‌شوند و عمده فروش آن نیز در ایالات متحده و کانادا می‌باشد. در سال ۲۰۱۰ فروش کادیلاک شاهد رشدی ۳۵٪ نسبت به سال قبل از آن بود و تعداد کل اتومبیل‌های تولید شده کادیلاک در آن سال به ۱۴۶٬۹۲۵ دستگاه رسید. بعد از ایالات متحده آمریکا، چین دومین بازار بزرگ فروش خودروهای کادیلاک است. در میانه قرن بیستم نام کادیلاک در محدوده ایالات متحده به نامی مترادف با کیفیت بالا تبدیل شد. عبارت‌هایی نظیر کادیلاک ساعت‌ها اشاره به برند رولکس دارد. شعار فعلی کادیلاک این است: زندگی، آزادی و کار. این شعار به حقوقی اشاره دارد که در بیانیه استقلال ایالات متحده شرح داده شده‌است. کادیلاک نخستین شرکتی بود که اتومبیلی با سقف تمام فلزی تولید کرد که بسیار امن‌تر و بی‌صداتر از سایر سقف‌های آن زمان که از چوب و چرم ساخته می‌شد بود.,کادیلاک برای فروش ماشین های لوکس خود از چه برندی استفاده می کند؟,"{'text': [], 'answer_start': []}",0.9900991320610046,اتومبیل‌های لوکسی
